Acanthoica_quattrospina,Akashiwo,Alexandrium_catenella,Amphidinium,Amylax,Apedinella,Asterionellopsis_glacialis,Bacillaria,Bacillariophyceae,Bacteriastrum,Balanion,Biddulphia,Calciopappus,Calciosolenia_brasiliensis,Cerataulina_pelagica,Tripos,Tripos_furca,Tripos_fusus,Tripos_lineatus,Chaetoceros,Chaetoceros_danicus,Chaetoceros_didymus,Chaetoceros_didymus_TAG_external_flagellate,Chaetoceros_peruvianis,Chaetoceros_similis,Chaetoceros_socialis,Chaetoceros_subtilis,Chaetoceros_tenuissimus,Chaetoceros_throndsenii,Prorocentrum_dentatum,Chrysochromulina,Chrysochromulina_lanceolata,Copepod_nauplii,Corethron_hystrix,Corymbellus,Coscinodiscus,Cylindrotheca,Cylindrotheca_morphotype1,Dactyliosolen_blavyanus,Dactyliosolen_fragilissimus,Delphineis,Dictyocha,Dictyocysta,Didinium,Dinobryon,Dinophyceae,Dinophysis_acuminata,Dinophysis_norvegica,Dinophysis_tripos,Ditylum_brightwellii,Emiliania_huxleyi,Ephemera,Eucampia,Eucampia_morphytype1,Euglena,Euplotes,Euplotes_morphotype1,Eutintinnus,Favella,Gonyaulax,Guinardia_delicatula,Guinardia_delicatula_TAG_internal_parasite,Guinardia_flaccida,Guinardia_striata,Gyrodinium,Hemiaulus,Hemiaulus_membranaceus,Heterocapsa_rotundata,Kryptoperidinium_triquetrum,Karenia,Katodinium_or_Torodinium,Laboea_strobila,Lauderia_annulata,Leegaardiella_ovalis,Leptocylindrus,Leptocylindrus_mediterraneus,Licmophora,Margalefidinium,Mesodinium,Nanoneis,Odontella,Ophiaster,Oxytoxum,Paralia_sulcata,Parvicorbicula_socialis,Phaeocystis,Phaeocystis_debris,Pleuronema,Pleurosigma,Polykrikos,Prorocentrum,Prorocentrum_micans,Prorocentrum_triestinum,Proterythropsis,Protoperidinium,Pseudo-nitzschia,Pseudochattonella_farcimen,Pyramimonas,Pyramimonas_longicauda,Pyramimonas_morphotype1,Acantharia,Rhabdolithes,Rhizosolenia,Scrippsiella,Skeletonema,Stenosemella_morphotype1,Stenosemella_pacifica,Stephanopyxis,Pelagostrobilidium,Strombidium_capitatum,Strombidium_conicum,Strombidium_inclinatum,Strombidium_morphotype1,Strombidium_morphotype2,Strombidium_tintinnodes,Strombidium_wulffi,Syracosphaera_pulchra,Thalassionema,Thalassiosira,Thalassiosira_TAG_external_detritus,Thalassiosira_sp_aff_mala,Tiarina_fusus,Tintinnina,Tintinnidium_mucicola,Tintinnopsis,Tontonia_appendiculariformis,Paratontonia_gracillima,Trichodesmium,Vicicitus_globosus,Warnowia,Amoeba,bead,bubble,camera_spot,Ciliophora,coccolithophorid,Cryptophyta,detritus,detritus_transparent,fecal_pellet,fiber,fiber_TAG_external_detritus,flagellate,flagellate_morphotype1,flagellate_morphotype3,nanoplankton_mix,pennate,pennate_Pseudo-nitzschia,pennate_Thalassionema,pennate_morphotype1,pollen,shellfish_larvae,Bacillariophyceae_morphotype1,unknown2,zooplankton
1,0,0,0,0,1,0,0,20,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,2,15,7,82,0,0,0,16,1,1,1413,1,0,0,0,0,0,2,0,0
69,0,0,0,0,16,0,0,60,0,39,0,34,0,0,0,4,0,0,40,1,3,0,0,0,0,0,0,1,0,17,0,0,0,0,0,1,4,1,2,0,0,0,0,3,38,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,42,0,5,6,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,64,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,13,1,4,0,0,0,1,0,0,0,0,0,10,41,0,0,6,3,18,176,328,0,6,0,305,1,6,1542,2,0,0,0,0,0,9,0,0
3,0,0,0,0,3,0,0,100,0,4,0,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,4,0,0,1,2,1,60,37,83,1,1,0,69,0,13,3371,5,0,0,0,0,0,0,0,0
49,0,0,0,0,13,1,1,40,0,43,0,18,0,0,0,0,0,1,58,0,4,0,0,0,0,0,0,0,0,15,3,0,0,0,3,0,2,1,0,0,0,0,0,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,48,0,0,1,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,7,42,0,0,3,2,23,209,317,2,4,0,272,4,7,1568,6,0,0,0,0,0,3,0,0
55,0,0,0,0,11,1,0,40,0,38,0,38,0,0,0,1,0,0,42,0,2,0,0,1,0,0,1,1,0,13,1,0,0,0,3,0,3,0,1,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,34,0,1,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,70,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,65,0,6,0,5,0,1,0,0,0,0,0,8,41,0,0,4,2,25,185,351,0,7,0,271,1,9,1520,2,0,0,0,0,0,12,0,0
2,0,0,0,0,0,0,0,41,0,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,5,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,1,0,2,0,1,0,0,0,0,0,0,105,0,0,1,0,8,215,215,0,9,0,5,0,1,274,7,0,0,0,0,0,2,0,0
0,0,0,0,1,0,0,0,35,0,5,0,5,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,3,1,0,1,1,0,0,1,20,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,1,5,0,0,0,1,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,4,0,1,0,1,0,0,0,4,110,0,0,1,1,1,210,176,0,9,0,2,0,0,273,6,0,0,0,0,0,1,0,0
2,0,0,0,0,0,1,0,43,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,1,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18,0,2,2,0,1,0,2,2,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,3,0,0,0,1,0,0,0,0,0,2,111,0,0,1,0,4,203,178,0,14,1,0,0,1,235,3,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,1,6,1,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,6,2,0,0,0,1,0,2,474,0,0,0,0,0,0,0,0,0
38,0,0,0,0,5,5,0,51,0,7,0,10,0,2,1,0,0,3,22,1,6,0,0,0,5,0,0,0,0,3,1,0,1,0,7,7,3,4,0,0,1,0,1,0,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,1,0,47,1,7,12,0,2,0,16,20,0,0,0,0,0,3,0,0,1,2,7,0,0,0,0,0,0,0,2,40,1,35,0,0,1,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,14,2,59,0,4,0,3,0,0,1,0,0,0,0,9,64,0,1,3,7,9,289,240,1,10,0,66,3,7,1096,10,5,1,0,0,0,2,0,1
20,0,0,0,0,4,0,0,41,0,2,0,8,0,4,0,0,1,5,32,3,7,0,0,1,0,0,0,3,0,0,0,3,1,0,2,9,3,5,3,0,0,0,0,1,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,56,0,5,12,0,1,0,29,26,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,37,0,16,0,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,3,0,3,0,0,0,0,0,0,0,5,26,0,0,3,2,4,158,204,0,4,0,11,0,3,945,10,5,0,0,0,0,0,0,0
2,0,1,2,0,1,2,0,132,3,0,0,0,1,1,0,0,0,2,40,0,2,0,0,0,3,0,0,1,0,3,0,0,0,0,1,3,2,1,1,0,1,0,0,4,94,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,7,0,0,209,2,2,12,3,4,0,6,27,0,0,0,1,0,2,0,0,2,19,3,0,1,0,1,0,0,0,2,22,1,16,0,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,7,1,33,1,5,0,0,0,0,2,0,0,0,1,9,11,0,0,9,5,36,162,315,1,5,1,7,1,12,2411,19,1,0,0,0,0,1,0,0
11,0,1,0,0,5,3,0,29,0,2,0,9,0,2,1,0,1,0,28,0,4,0,0,1,2,0,0,2,0,4,1,0,0,0,2,10,1,3,1,0,5,0,0,2,77,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,11,0,0,42,1,10,25,2,2,0,14,32,1,0,1,0,0,1,0,0,15,14,3,0,0,0,1,0,0,0,1,44,0,29,0,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,1,0,10,1,39,1,3,0,5,0,0,0,0,0,0,0,4,64,0,1,8,3,11,263,230,1,4,0,49,0,4,707,11,6,0,1,0,0,0,1,0
8,0,0,0,0,0,1,0,77,3,2,0,6,0,0,1,0,3,8,65,1,3,0,0,0,9,0,0,0,0,2,0,0,1,0,4,15,7,3,3,0,1,0,0,8,99,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,7,11,0,0,111,2,10,23,8,0,0,32,16,0,0,0,0,0,2,1,0,2,16,4,0,1,0,0,0,0,0,2,20,0,13,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,2,0,18,0,56,0,8,0,2,0,0,0,0,0,0,2,8,6,0,0,6,8,24,113,166,1,4,0,7,0,9,2344,31,6,0,0,0,0,0,0,0
3,0,0,0,0,0,6,0,135,4,2,0,6,0,1,0,0,1,2,81,1,10,0,0,0,15,0,0,2,0,1,1,1,1,0,1,11,16,1,4,0,3,0,0,1,73,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,8,7,0,0,167,0,7,9,1,1,0,25,14,0,0,0,1,0,4,0,0,5,17,2,1,4,0,1,0,0,0,1,30,0,5,0,0,1,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2,1,25,0,4,0,4,0,0,1,0,0,0,0,3,9,0,0,5,5,26,160,185,4,10,2,6,0,8,3318,34,1,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,6,0,14,1,1,0,0,0,0,0,1,0,1,46,2,14,0,0,0,5,0,0,0,1,0,0,0,0,0,1,4,6,1,0,0,1,0,0,1,34,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,9,0,0,27,0,5,6,1,2,0,11,12,0,0,0,1,0,0,0,0,0,3,2,0,0,0,1,0,0,0,1,10,0,3,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,2,13,0,1,0,4,0,0,0,0,0,0,0,1,1,0,0,5,1,5,48,28,0,5,0,2,0,3,414,8,2,0,0,0,0,0,0,0
2,1,0,2,0,0,9,1,57,1,0,0,3,0,0,0,0,3,13,89,3,14,0,0,0,17,1,0,1,0,2,0,0,0,0,0,22,12,8,3,0,0,0,0,4,100,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,12,21,0,0,74,2,6,14,1,2,0,77,22,1,0,0,1,0,2,0,0,3,15,3,0,2,0,0,0,0,0,1,17,0,14,1,0,1,1,5,0,8,0,0,0,1,0,0,0,1,0,0,0,13,5,16,0,3,1,3,0,0,4,0,0,0,1,7,21,0,1,7,7,27,141,105,1,22,3,4,0,8,1753,48,11,0,0,0,0,2,0,0
7,0,0,0,0,1,7,0,181,6,2,0,2,0,2,0,0,0,6,113,3,10,0,0,1,12,0,0,1,1,1,0,1,1,0,0,24,13,0,7,0,2,0,0,13,128,0,0,0,0,0,0,3,0,1,0,0,0,4,0,1,0,0,16,5,0,1,216,2,8,19,0,1,0,65,30,0,0,0,1,0,1,0,0,3,24,5,0,0,0,1,0,0,0,1,35,0,12,0,0,1,1,0,0,4,0,0,0,2,0,0,0,2,0,1,0,6,1,14,1,6,0,5,0,0,1,0,0,0,0,10,17,0,1,4,15,44,203,279,0,13,5,5,3,14,2513,46,9,0,0,0,0,1,0,0
5,0,0,1,0,2,8,0,169,5,4,0,6,0,3,0,1,1,6,160,4,11,0,0,0,19,0,0,0,0,2,0,1,2,0,1,19,13,4,2,0,2,0,0,8,120,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,12,0,0,281,1,7,20,1,2,0,34,28,0,0,0,0,0,0,0,0,3,21,3,0,2,0,1,0,0,0,2,41,0,13,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,11,1,61,0,7,0,7,0,0,0,0,0,0,3,10,15,0,2,9,11,38,231,295,1,9,3,1,0,9,2588,43,4,0,0,0,0,0,0,0
4,0,0,0,0,0,5,0,155,7,2,0,13,1,1,0,0,0,10,174,1,17,0,0,2,37,0,0,2,0,1,0,2,1,0,2,26,13,1,2,0,2,0,0,5,139,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,15,0,0,235,5,8,22,3,2,1,32,39,0,0,2,1,0,0,2,0,4,11,3,0,1,0,1,0,1,0,3,39,0,12,0,0,0,0,3,0,7,1,0,0,0,0,0,0,3,0,0,0,7,1,39,0,5,2,4,0,0,1,0,0,0,0,17,19,0,0,4,8,40,249,246,1,7,0,7,1,9,1984,36,6,0,0,0,0,4,0,0
4,0,1,0,1,0,2,0,170,3,2,0,7,0,2,0,0,0,7,98,1,5,0,0,0,14,0,0,1,0,1,0,0,2,0,1,20,16,4,0,0,5,0,0,5,142,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,5,0,0,276,0,12,21,4,2,0,8,24,0,1,0,1,0,4,1,0,4,14,1,1,1,0,3,0,0,0,1,33,0,10,0,0,1,1,1,0,5,0,0,0,0,0,0,1,3,0,2,0,5,1,21,0,3,0,2,0,0,4,0,0,0,0,19,17,0,0,9,1,59,251,248,3,5,0,2,0,12,2484,30,4,0,0,0,0,2,0,0
6,0,1,1,1,1,1,0,203,1,1,0,9,0,1,0,0,0,3,72,1,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,8,2,0,0,2,0,0,8,101,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,317,0,7,10,2,2,0,8,9,0,1,1,1,0,0,0,0,10,27,2,0,0,0,2,0,0,0,0,9,0,29,1,0,0,1,2,0,3,0,1,0,0,0,0,0,1,0,3,0,0,0,20,0,6,0,5,0,0,2,0,0,0,0,3,5,0,2,7,10,52,290,231,0,3,1,5,2,9,3758,19,1,0,0,0,0,2,0,0
2,0,0,0,0,0,0,0,167,0,2,0,16,0,0,0,0,0,1,27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,7,0,0,0,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,228,1,2,9,0,1,0,1,0,0,0,0,0,0,0,0,0,9,28,2,1,0,0,0,0,0,0,3,3,0,23,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,46,0,2,0,0,0,0,0,0,0,0,0,5,0,0,1,2,5,46,277,142,1,3,0,6,0,6,4152,12,0,0,0,0,0,2,0,0
2,0,0,0,0,0,0,0,69,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,129,1,2,3,0,0,0,1,0,0,0,0,0,0,2,0,0,2,8,0,0,0,0,1,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,22,129,63,0,2,1,1,0,2,2105,6,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,184,0,2,0,8,0,0,1,0,0,0,31,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,4,2,0,0,0,4,0,0,8,42,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,245,1,2,5,0,0,0,2,0,0,0,0,0,0,0,0,0,7,19,2,0,0,0,2,0,0,0,1,5,0,26,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,20,0,4,0,2,0,0,0,0,0,0,0,2,1,0,0,4,3,35,254,113,2,3,0,1,1,8,4078,7,1,0,0,0,0,2,0,0
3,0,0,0,0,1,0,0,179,2,0,0,7,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,0,4,0,0,1,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,227,1,5,5,0,1,0,0,1,0,0,0,0,0,1,0,0,10,16,1,0,0,0,1,0,0,0,1,4,0,25,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,6,0,0,0,0,0,0,0,0,0,6,4,0,0,2,10,43,245,124,0,2,1,1,0,2,4057,12,0,0,0,0,0,1,0,0
4,0,0,0,0,0,0,0,189,1,2,0,7,0,0,0,0,0,1,25,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,5,5,1,2,0,5,0,0,1,36,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,241,0,1,3,0,1,0,4,0,1,0,0,0,0,0,0,0,13,25,2,0,1,0,0,0,1,0,0,5,0,30,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,19,0,5,0,2,0,0,2,0,0,0,0,4,5,0,1,1,7,38,268,112,1,1,1,2,0,4,3956,14,1,0,0,0,0,3,0,0
67,0,1,0,0,24,1,1,90,1,10,0,72,0,2,0,1,0,2,34,0,4,0,0,0,8,0,0,2,1,7,0,0,0,0,0,7,5,0,1,0,7,0,0,3,88,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,2,0,0,217,1,24,10,0,1,0,2,1,0,0,1,1,0,2,0,0,4,4,6,0,0,0,1,0,0,0,3,7,0,72,1,0,0,4,1,0,3,0,0,0,0,0,0,0,2,0,5,0,1,2,37,0,14,0,4,0,0,2,0,0,0,0,3,70,0,0,11,25,21,482,428,3,2,0,135,0,11,1763,30,3,0,0,0,0,3,0,0
2,0,0,0,0,1,2,0,199,1,0,0,7,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,2,0,0,5,45,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,211,0,2,9,0,4,0,2,0,1,0,0,0,0,1,0,0,12,24,1,1,0,0,0,0,1,0,0,6,0,22,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,4,0,0,0,0,0,0,0,0,0,2,1,0,1,0,5,38,267,104,0,2,2,10,1,4,3824,12,0,0,0,0,0,0,0,0
42,0,1,0,0,31,0,0,101,1,8,0,54,0,1,0,0,0,3,24,0,3,0,0,0,0,0,1,0,0,6,0,0,0,0,5,1,7,1,1,0,10,0,0,2,101,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,0,2,0,1,0,0,241,0,12,16,0,0,0,4,0,0,0,0,4,0,6,1,0,5,1,9,0,0,0,1,0,1,0,4,12,1,68,1,0,1,4,0,0,2,0,1,0,0,0,0,0,1,0,4,0,1,3,20,1,17,1,10,0,1,1,0,0,0,0,4,31,0,0,7,20,27,440,440,1,2,0,141,0,11,1714,29,0,1,0,0,0,5,1,0
1,0,0,1,0,0,0,0,171,2,2,0,11,0,0,0,0,0,0,31,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,1,2,5,1,0,0,3,0,0,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,214,1,5,8,0,0,0,1,1,0,0,0,0,0,0,0,0,5,16,3,0,0,0,0,0,0,0,0,2,0,18,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,4,0,0,0,0,0,0,0,0,0,6,1,0,1,3,7,42,296,108,0,1,0,6,0,8,3691,14,0,0,0,0,0,2,0,0
55,0,1,0,0,31,1,0,66,1,9,0,52,0,2,1,1,0,4,20,1,2,0,0,0,0,0,1,0,0,6,1,1,0,0,2,3,8,0,0,0,9,0,0,1,79,0,1,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,1,1,0,0,222,0,10,17,0,1,0,6,3,0,0,1,2,0,3,0,1,5,7,5,0,0,0,2,0,2,0,1,9,0,88,1,1,1,5,0,1,5,0,0,0,0,0,0,0,0,0,4,0,4,0,23,1,18,0,3,0,1,1,0,0,0,0,3,46,0,0,8,17,29,458,431,1,4,1,129,2,10,1741,25,2,0,0,0,0,3,1,0
0,0,0,0,0,0,0,0,262,0,0,0,8,0,0,0,0,0,1,34,0,3,0,0,0,4,0,0,0,0,3,0,1,0,0,1,2,4,0,0,0,3,0,0,5,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,259,0,8,5,0,1,0,4,0,0,0,0,1,0,0,1,0,12,20,4,0,1,0,0,0,0,0,1,9,0,23,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,25,0,9,0,1,0,0,1,1,0,0,0,5,4,0,0,3,8,51,372,139,1,4,0,9,0,11,4708,25,0,0,0,0,0,1,0,0
50,0,1,2,0,27,0,0,76,1,11,0,66,0,2,0,0,0,1,32,0,4,0,0,1,4,0,1,1,0,11,0,1,0,0,1,8,7,0,0,0,6,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,2,0,0,203,1,8,8,0,2,0,6,0,1,0,0,1,0,3,1,0,4,2,0,0,0,0,2,0,3,0,1,12,0,68,1,0,0,2,2,0,2,0,1,0,0,0,0,0,2,0,0,0,1,2,44,0,15,0,7,0,0,2,0,0,0,1,10,30,0,0,10,15,38,478,388,0,3,0,123,0,9,1572,19,0,0,0,0,0,2,0,0
5,0,0,0,0,1,1,0,231,1,3,0,7,0,1,0,0,0,1,48,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,1,9,3,0,0,0,3,0,0,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,266,1,5,9,0,0,0,0,1,0,1,0,0,0,0,0,0,13,16,0,0,0,0,3,0,0,0,1,9,0,24,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,18,1,6,0,1,0,0,0,0,0,0,0,5,3,0,1,1,7,50,353,137,0,3,1,2,0,7,4630,12,0,0,0,0,0,2,0,0
61,0,0,1,1,26,1,0,91,1,9,0,61,0,5,0,0,0,1,40,1,0,0,0,0,4,0,1,0,0,7,1,0,1,0,1,4,11,0,1,0,6,0,0,3,76,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,2,0,0,218,0,14,17,0,0,0,3,2,0,0,0,0,0,2,0,0,2,5,4,0,0,0,0,0,1,0,0,1,0,65,0,0,1,5,0,1,2,0,1,0,0,0,0,0,2,0,2,0,3,2,12,1,10,0,6,0,0,1,0,0,0,0,7,38,0,1,6,23,28,518,442,0,4,3,136,3,12,1656,20,0,0,0,0,0,2,0,0
5,1,0,0,0,0,2,0,185,4,2,0,7,0,2,0,0,0,6,94,0,11,0,0,0,10,0,0,0,0,1,0,0,2,0,2,12,12,0,4,0,5,0,0,11,118,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,9,9,0,0,322,1,12,21,1,2,0,25,13,0,0,1,0,0,1,1,0,6,27,7,0,0,0,1,0,0,0,1,23,0,28,0,0,0,1,1,1,3,0,2,0,0,0,0,0,1,0,0,1,3,0,37,0,8,0,4,0,0,2,0,0,0,0,5,2,0,1,2,11,45,223,250,4,7,0,11,0,16,3069,24,8,0,0,0,0,2,0,0
43,0,0,1,1,24,2,0,75,1,13,0,59,0,2,0,2,0,2,34,1,4,0,0,0,2,0,3,0,0,7,1,0,0,0,1,5,5,1,0,0,11,0,0,1,80,1,0,0,0,1,0,1,0,1,0,0,2,1,2,0,0,0,2,1,0,0,229,1,10,14,0,1,0,7,0,0,0,0,0,0,2,2,0,4,3,6,0,0,0,2,0,0,0,0,8,0,58,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,2,0,4,3,17,0,17,0,4,1,1,1,0,0,0,1,13,36,0,0,8,23,31,528,410,4,8,0,161,1,6,1552,28,0,0,0,0,0,4,0,0
