mtime,sst,cond,chl,lat,lon,latec,lonec,dx,dy,sss,sstorig,sssorig,tcorr,scorr,datetime
738280,14.8297666666667,43.665931396761,0.168433333333333,43.2095728706968,-10.6933179463371,NaN,NaN,NaN,NaN,35.6005409466831,15.1297666666667,35.5633660197642,-0.3,0.0371749269188644,04-May-2021 00:00:00
738280.004166667,14.82035,43.6574278758363,0.174066666666667,43.2221964883333,-10.7005500161111,NaN,NaN,NaN,NaN,35.6013634577734,15.12035,35.5641827487633,-0.3,0.0371807090100721,04-May-2021 00:06:00
738280.008333333,14.8543333333333,43.6861411416299,0.1728,43.239089273564,-10.7106074694068,NaN,NaN,NaN,NaN,35.5966208328614,15.1543333333333,35.5594343417601,-0.3,0.0371864911012798,04-May-2021 00:12:00
738280.0125,14.8453833333333,43.6938042841908,0.163816666666667,43.2559046194633,-10.7207144414124,NaN,NaN,NaN,NaN,35.611758277124,15.1453833333333,35.5745660039315,-0.3,0.0371922731924874,04-May-2021 00:18:00
738280.016666667,14.89038,43.7272727278875,0.15366,43.2742719198475,-10.7315701548418,NaN,NaN,NaN,NaN,35.6013180962426,15.19038,35.5641200409587,-0.3,0.0371980552838566,04-May-2021 00:24:00
738280.020833333,14.8669166666667,43.7165140874089,0.152616666666667,43.2898555596893,-10.7407103456403,NaN,NaN,NaN,NaN,35.6128694924613,15.1669166666667,35.5756656550862,-0.3,0.0372038373750643,04-May-2021 00:30:00
738280.025,14.79545,43.6419089462544,0.1538,43.3068729208757,-10.7507599729661,NaN,NaN,NaN,NaN,35.6099095162479,15.09545,35.5726998967816,-0.3,0.037209619466272,04-May-2021 00:36:00
738280.029166667,14.86275,43.6975048240412,0.15105,43.3240298818267,-10.760686751177,NaN,NaN,NaN,NaN,35.5993489318006,15.16275,35.5621335302431,-0.3,0.0372154015574797,04-May-2021 00:42:00
738280.033333333,14.8378666666667,43.691573524189,0.152233333333333,43.3413292189972,-10.7701731074058,NaN,NaN,NaN,NaN,35.6165971407088,15.1378666666667,35.5793759570601,-0.3,0.0372211836486873,04-May-2021 00:48:00
738280.0375,14.7302166666667,43.5683187117449,0.155733333333333,43.3587132543503,-10.7791238628719,NaN,NaN,NaN,NaN,35.6021629793951,15.0302166666667,35.5649360136552,-0.3,0.037226965739895,04-May-2021 00:54:00
738280.041666667,14.8098,43.642971903629,0.150166666666667,43.3761666693456,-10.7882019757156,NaN,NaN,NaN,NaN,35.5978329242011,15.1098,35.56060017637,-0.3,0.0372327478311027,04-May-2021 01:00:00
